
key = model_output

vcf_matrix

key = vts_vcm_comm

key = 0

,DIA,SPY,VO,IJH,QQQ,IWF,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,VOX,XLU,GDX,GUNR,IXUS,IEFA,EFA,VGK,VWO,IEMG,SHV,BIL,GBIL,SHY,IEI,IEF,VGIT,TLT,GOVT,MUB,SHM,VCSH,VCIT,VCLT,LQD,HYG,SHYG,MBB,VMBS,AGG,BSV,BIV,BLV,BNDX,EMB,GLD,SLV,USO,PDBC,VNQ,VNQI 
XLI,5.090572230876238e-05,5.292472789726065e-05,6.39897715030769e-05,7.845684346981641e-05,7.065453590764402e-05,6.709605453489614e-05,6.697542518565355e-05,3.4639252421975884e-05,-3.174311775309685e-05,3.332743958482821e-05,5.4475109374755315e-05,5.76119551900288e-05,5.744062966268583e-05,7.463030528033265e-05,8.53463232663149e-05,4.579702928316598e-05,1.4928674309860036e-05,7.779064999706814e-05,4.738597252298101e-06,4.764076760319249e-05,5.433025723844035e-05,5.4291152431609706e-05,4.627676749630261e-05,3.0374584454133677e-05,3.5464065916749975e-05,7.460501245297055e-07,3.425385868689529e-07,2.793170760042063e-06,8.673766457752546e-06,2.1688978208854498e-05,3.4045420015557474e-05,2.419958896222469e-05,6.735730238115803e-05,2.7589796129066412e-05,1.809760619007857e-05,7.3143872309840256e-06,1.4395278025347265e-05,3.228379892833747e-05,6.107131025429212e-05,4.271652770902804e-05,2.5001520561137134e-05,1.885555521307381e-05,3.308997020091215e-05,3.19449685738142e-05,2.9806290916911223e-05,1.2935056692169492e-05,3.0820083227007114e-05,6.164942671935585e-05,1.533678878357025e-05,4.0415271664750406e-05,3.151571945609991e-05,2.044369184483068e-05,-7.672570070466979e-05,-3.080285269992321e-05,7.459774083520139e-05,5.436236777071233e-05
XLB,4.956988170263437e-05,4.696598654740166e-05,6.308303615627613e-05,7.912113562148772e-05,6.0942543457681214e-05,5.6203952237681675e-05,6.350899859519012e-05,3.760384174075751e-05,-2.760718599121152e-05,3.3971107273514884e-05,5.107945523552106e-05,5.744062966268583e-05,6.273702617349153e-05,7.035004446471407e-05,7.099682550788482e-05,4.30474106964479e-05,1.1969873765108064e-05,7.3313641600736e-05,8.545287451577358e-06,4.657044165146398e-05,5.1786043601570856e-05,5.200973755076014e-05,4.416317722048537e-05,3.129226679575358e-05,3.698761096210734e-05,6.624231541514818e-07,3.984358878981526e-07,2.838918168820955e-06,7.097288776039692e-06,1.878077528934363e-05,3.0551176964187396e-05,2.124200293684361e-05,6.325829082633582e-05,2.4843275170610618e-05,1.7151373863384304e-05,7.0116134490667385e-06,1.2484432911434922e-05,2.92993133239191e-05,5.653137798824473e-05,3.908034322473535e-05,2.2687721036250852e-05,1.7104864591016373e-05,2.949877083561248e-05,2.8630887561098245e-05,2.6787519933506523e-05,1.0864997984549031e-05,2.7570019033574344e-05,5.7520590743825776e-05,1.4875827391587826e-05,3.4955055181049197e-05,3.226768858029219e-05,1.6042329240900026e-05,-8.602939093063597e-05,-3.68803370344144e-05,7.036418340383756e-05,5.023910598137995e-05
XLRE,6.805265245415194e-05,7.329680641984202e-05,8.407008599283252e-05,0.00010114457000276624,9.961938664298642e-05,9.505627768283832e-05,9.264314746870802e-05,4.149527397029219e-05,-4.8574750481046875e-05,4.466837405379012e-05,7.350685259982346e-05,7.463030528033265e-05,7.035004446471407e-05,0.00010177184674375667,0.00012110018276228579,6.0829776942785644e-05,2.149280157305033e-05,9.832188184220012e-05,4.6607480036807545e-07,5.993109006564575e-05,7.007169517832216e-05,6.994167207440485e-05,5.966702415066648e-05,3.45824108760372e-05,4.0599004949692744e-05,1.0219967802175952e-06,3.92665844022091e-07,3.925850215892451e-06,1.2225295255660869e-05,3.002342155578174e-05,4.65245973017362e-05,3.330598693914873e-05,9.127564648545857e-05,3.776704001995227e-05,2.3691166831520286e-05,9.896894584396386e-06,1.971020857359668e-05,4.338473145059084e-05,8.212534433913673e-05,5.742477860827512e-05,3.265422021538618e-05,2.4452579546614206e-05,4.506789916955215e-05,4.317168112082822e-05,4.0666380992726706e-05,1.8100184628914106e-05,4.202201368692757e-05,8.308750865953418e-05,1.9926105602867165e-05,5.511296528710457e-05,3.6669253631141416e-05,2.635233084076253e-05,-9.706508610072584e-05,-3.9124157262770426e-05,0.00010176591332274924,7.02676833949078e-05
XLK,8.122972008866352e-05,0.00010026056899429968,9.812530348294918e-05,0.00011525359903491771,0.00014481278858138029,0.00014184828584372808,0.00012629995000209635,4.749467154547489e-05,-6.771655632810317e-05,3.8946723727693534e-05,9.384253946498641e-05,8.53463232663149e-05,7.099682550788482e-05,0.00012110018276228578,0.00017798317399211652,8.19036035367855e-05,2.637099224761539e-05,0.0001390207845357907,-1.7750836362388263e-06,7.714055809306654e-05,9.182794711545842e-05,9.126075365809549e-05,7.586097300129414e-05,4.219692940073848e-05,5.2036401781968e-05,1.5058823868403629e-06,4.584081011765915e-07,5.13838145013037e-06,1.8893563348036335e-05,4.425591566089115e-05,6.727310445492731e-05,4.8790459501306585e-05,0.00012797711141994997,5.4742077375381864e-05,3.353516425488693e-05,1.3230170951074589e-05,2.9090789255765857e-05,6.262081578586014e-05,0.00011631635444928122,8.224879626337364e-05,4.5275439843896794e-05,3.3507925958308147e-05,6.702682979974073e-05,6.454336971612094e-05,5.885230257369458e-05,2.7450747992805064e-05,6.092521180842697e-05,0.00011728492123694445,2.7639961203255723e-05,8.053769800079761e-05,4.525899716885781e-05,4.0426427443275005e-05,-9.91827712769218e-05,-3.277100800104434e-05,0.00012162305378548385,9.793668091586424e-05
VOX,4.133382098553149e-05,4.77837686327126e-05,5.237872968543197e-05,6.35279649728571e-05,6.816748553140124e-05,6.532833118082417e-05,6.337034609394126e-05,2.7002745976566224e-05,-2.9724436852728076e-05,2.1519204486745704e-05,4.4682206830279564e-05,4.579702928316598e-05,4.3047410696447895e-05,6.0829776942785644e-05,8.19036035367855e-05,4.159510928399431e-05,1.0341146939595462e-05,7.016872169184704e-05,3.810296159189769e-06,4.1565624078061485e-05,4.750332809331686e-05,4.7406352893725275e-05,4.0108835537899336e-05,2.6465215917545353e-05,3.18280190283797e-05,7.417898355688765e-07,2.919857523065146e-07,2.637835770652554e-06,8.626177974134912e-06,2.087037366995805e-05,3.235640388185632e-05,2.318246513290603e-05,6.326616343597412e-05,2.64031072931891e-05,1.6706649628129938e-05,6.628891501567407e-06,1.3775998116769388e-05,3.059051405666878e-05,5.692683827028958e-05,4.012595853356576e-05,2.249555285997223e-05,1.6613128328110408e-05,3.2302727470066645e-05,3.1357589598857175e-05,2.8396379932508117e-05,1.2715490223765198e-05,2.9343897545689393e-05,5.7838796336839967e-05,1.4337421097361023e-05,3.836551724667665e-05,2.5259138292238765e-05,1.7525256498166784e-05,-5.7652363224493786e-05,-2.0779646735879327e-05,6.108851857632009e-05,4.939265634287187e-05
XLU,1.6528792831832797e-05,1.6609809241707895e-05,1.4020599461023287e-05,1.5263116082835438e-05,1.9386627453303765e-05,2.101853302580915e-05,1.3580042524719305e-05,1.210531023204101e-05,-1.4257610422532477e-05,1.0272688658854425e-05,2.515695148388142e-05,1.4928674309860036e-05,1.1969873765108064e-05,2.149280157305033e-05,2.6370992247615395e-05,1.0341146939595462e-05,1.2022984616803005e-05,2.4753707124588954e-05,-4.176083329148257e-06,8.979436312808179e-06,1.3376224696595162e-05,1.316905257081049e-05,8.568034590854957e-06,-1.3270377374344806e-06,1.1534722235632649e-07,1.2299439918242698e-07,4.733784322691964e-08,5.734147022071701e-07,2.785525541821882e-06,6.481834851586266e-06,1.0014234912175322e-05,7.200968962704592e-06,1.8452270506012157e-05,7.812528945130818e-06,5.685242484053809e-06,2.0264350119233767e-06,4.343031910218365e-06,8.904461962738184e-06,1.8536150989913345e-05,1.2618917377689428e-05,6.945608187020673e-06,5.734847130294472e-06,8.960679419767495e-06,8.151658337258423e-06,8.508602543571407e-06,3.98897916205575e-06,8.843557608908633e-06,1.7339724116507205e-05,3.225583879965922e-06,1.1475301906657588e-05,9.968335383467441e-06,1.2447874508030762e-05,-2.3922317234578314e-05,-1.0016880219421802e-05,2.1358022466586806e-05,1.4158923336051632e-05
GDX,7.152902002599509e-05,8.182061499210604e-05,8.420244734306417e-05,0.00010218662113598617,0.00011282566666908393,0.0001120896101880852,9.825139030700383e-05,5.5769917970899755e-05,-4.793848569852465e-05,3.172582200008765e-05,8.766810480580618e-05,7.779064999706814e-05,7.331364160073598e-05,9.832188184220012e-05,0.0001390207845357907,7.016872169184703e-05,2.4753707124588954e-05,0.00013899448611156634,9.345626615094684e-06,7.279477450794073e-05,8.458489874526886e-05,8.413918891566186e-05,6.721347610357553e-05,4.3470884352798866e-05,5.463833141144516e-05,1.1845641352364002e-06,5.346784487977755e-07,3.866838074358834e-06,1.5241977121810283e-05,3.642976943727193e-05,5.67757658046415e-05,4.063235898858354e-05,0.00010890317110426972,4.583794847621879e-05,3.132551356799622e-05,1.1240122874100823e-05,2.4516787386378995e-05,5.42153698044939e-05,0.00010202749517390378,7.188030573388615e-05,4.123983692876069e-05,3.1339269307072884e-05,5.656990277345818e-05,5.498078265116697e-05,4.962836270435193e-05,2.228749904378205e-05,5.145964635428901e-05,0.00010132581749139874,2.4887997871968094e-05,6.760275632546223e-05,5.4239546172577393e-05,4.31920775561209e-05,-0.00010168178958138311,-3.422770815205098e-05,9.868229261767564e-05,9.064458519642091e-05
GUNR,1.4581842249196845e-07,-4.4084380711465503e-07,5.387780028921065e-06,9.22114762665339e-06,-7.118160747044303e-07,-1.6855823403750815e-06,7.491971025451728e-07,3.8120719965712318e-06,8.718256205168704e-06,-2.913113575256446e-07,-3.6330849471578803e-06,4.7385972522981e-06,8.545287451577356e-06,4.6607480036807503e-07,-1.7750836362388276e-06,3.810296159189769e-06,-4.176083329148257e-06,9.345626615094684e-06,8.669442013776391e-06,8.529100267979187e-06,6.484689674897037e-06,6.531567542183983e-06,7.096229637416667e-06,1.3273501080651833e-05,1.3897628797588375e-05,6.433094826529577e-08,8.220502106792135e-08,-1.8387705840212053e-07,-7.268179312859884e-08,2.155719771600561e-07,5.87485134194452e-07,3.431347592242426e-07,1.180760485698722e-06,4.81896111267331e-07,9.90301789872612e-07,6.278771871228324e-08,4.13700356726426e-07,1.6848592214476384e-06,1.5321028888754645e-06,1.5649289774097634e-06,2.68553592251411e-06,2.02719357537682e-06,1.2601998866948104e-06,1.8404126469674413e-06,7.141702594689682e-07,-9.24832992175541e-09,8.379803902019498e-07,1.7138507315065171e-06,1.6827020240119287e-06,1.9554842980049714e-06,6.766786719671614e-06,6.885393809185926e-07,-1.290365274010609e-06,1.2691274383934968e-06,4.2768171807402953e-07,6.732021712254242e-06
IXUS,3.994864800498865e-05,4.552760551965816e-05,5.399534763646949e-05,6.704373269428018e-05,6.350361366282312e-05,6.067038002144138e-05,5.780061679952943e-05,2.775784603454082e-05,-2.144745780270598e-05,2.249383884890034e-05,4.1115441462455617e-05,4.764076760319249e-05,4.657044165146397e-05,5.993109006564576e-05,7.714055809306655e-05,4.1565624078061485e-05,8.979436312808179e-06,7.279477450794071e-05,8.529100267979187e-06,4.516406581818251e-05,4.9701870883566736e-05,4.95443762209007e-05,4.331643625887853e-05,3.4050908353486654e-05,3.873972226429625e-05,7.265853304721969e-07,3.0658868903518215e-07,2.143285781905756e-06,8.128277900894556e-06,1.9795282692517577e-05,3.055445554270657e-05,2.1978752810091102e-05,5.869737731353808e-05,2.4799856760757416e-05,1.6118520921444236e-05,6.139896377340762e-06,1.3311041318105731e-05,2.965383505527838e-05,5.384199706787237e-05,3.8413656604358497e-05,2.3512967858579558e-05,1.758716649625119e-05,3.071998984001481e-05,3.014688292569733e-05,2.691448311476573e-05,1.1988996779387713e-05,2.796521758671815e-05,5.4396727866144587e-05,1.4203615879125926e-05,3.7885918755476545e-05,2.9136275159507863e-05,1.9044557365919835e-05,-5.332801748651757e-05,-1.774024013668866e-05,5.998213503583919e-05,5.159136570023963e-05
IEFA,4.776520169840917e-05,5.421364032559633e-05,6.0898070355780784e-05,7.450211098148756e-05,7.524475846990319e-05,7.27351656034676e-05,6.779129126125515e-05,3.304582274860616e-05,-2.9891607506701305e-05,2.6054458354785633e-05,5.241515739047475e-05,5.433025723844035e-05,5.1786043601570856e-05,7.007169517832218e-05,9.182794711545842e-05,4.750332809331686e-05,1.3376224696595162e-05,8.458489874526886e-05,6.484689674897038e-06,4.9701870883566736e-05,5.6298087751429396e-05,5.609139915374104e-05,4.760891102142178e-05,3.3442090516986406e-05,3.925595840811771e-05,8.206728917926756e-07,3.396179477290237e-07,2.6377127629556582e-06,9.707588046371587e-06,2.348857514379773e-05,3.6330060084501305e-05,2.60923066176556e-05,6.997653030763564e-05,2.9453146334702965e-05,1.919903759259798e-05,7.3359993126961685e-06,1.5704544692268622e-05,3.475739047784703e-05,6.428070486492318e-05,4.551681200632381e-05,2.6845382821902387e-05,2.0151483889956323e-05,3.618048930374597e-05,3.5220129000123285e-05,3.187752497743135e-05,1.4278320423274037e-05,3.3062894094508896e-05,6.465585432273423e-05,1.625322207990573e-05,4.4104010355326985e-05,3.282613075171149e-05,2.3525302465983858e-05,-6.528730978061296e-05,-2.271975307492774e-05,7.018246772460833e-05,5.868277945095763e-05
EFA,4.775926985540342e-05,5.399235047034648e-05,6.088131739300719e-05,7.453187154715225e-05,7.496821540545591e-05,7.234310649259074e-05,6.79856153415381e-05,3.313261708466126e-05,-3.0009723384092502e-05,2.60880380724789e-05,5.2266630841147966e-05,5.429115243160971e-05,5.2009737550760134e-05,6.994167207440486e-05,9.12607536580955e-05,4.7406352893725275e-05,1.316905257081049e-05,8.413918891566186e-05,6.531567542183983e-06,4.95443762209007e-05,5.609139915374104e-05,5.5905612079571436e-05,4.742468173485829e-05,3.3278089047236025e-05,3.9149256483088e-05,8.183043080270958e-07,3.4265003814487074e-07,2.66938798463994e-06,9.639750420919988e-06,2.337733851188182e-05,3.622158688960539e-05,2.598419757968601e-05,6.999054753508781e-05,2.938173356130781e-05,1.9163277248291754e-05,7.3460146967168664e-06,1.5617989013158798e-05,3.464171679409378e-05,6.416200620589349e-05,4.539100362276731e-05,2.6671185711059794e-05,2.0001687459278543e-05,3.606394291793144e-05,3.510646931361963e-05,3.1784014013031986e-05,1.4194961082622095e-05,3.2950730506343656e-05,6.460106489071205e-05,1.6251046293259652e-05,4.382916816016114e-05,3.26502870306754e-05,2.3090113746222986e-05,-6.602252279527182e-05,-2.321573466250969e-05,7.00658759629765e-05,5.8364238917828744e-05
VGK,3.846398912344255e-05,4.441153626752969e-05,5.3114250188721e-05,6.565884384435999e-05,6.208632968849414e-05,5.905985749092341e-05,5.58936931082501e-05,2.4434239413491016e-05,-2.0634483310847e-05,2.3361987906989668e-05,3.818730516950384e-05,4.627676749630261e-05,4.416317722048537e-05,5.966702415066648e-05,7.586097300129414e-05,4.010883553789934e-05,8.568034590854957e-06,6.721347610357553e-05,7.096229637416666e-06,4.3316436258878527e-05,4.7608911021421776e-05,4.742468173485829e-05,4.239671561228428e-05,3.3275402850674954e-05,3.6947154898850715e-05,7.106849940021496e-07,2.699575828932957e-07,2.0192952991383098e-06,7.8690279128763e-06,1.9069627445661955e-05,2.911064127124402e-05,2.1074196162047785e-05,5.5383845944988845e-05,2.3629065355494773e-05,1.4877767807189717e-05,5.818119507310448e-06,1.2784224241845314e-05,2.8176590926224148e-05,5.062481402547763e-05,3.627838048516193e-05,2.2569395188966705e-05,1.6836388179018883e-05,2.921188041310973e-05,2.8617422954659886e-05,2.566190144684509e-05,1.157872522499522e-05,2.6699038728993204e-05,5.127076762379136e-05,1.3354435954308948e-05,3.6688703506743676e-05,2.645664722686483e-05,1.7531483155041192e-05,-4.806122448796642e-05,-1.5724820329220992e-05,5.963645348885021e-05,4.911678006240507e-05
VWO,1.9391898458647427e-05,2.4095462510329127e-05,3.6221723066906884e-05,4.751385428815688e-05,3.438401495732157e-05,3.131573355086727e-05,3.023950945619702e-05,1.2625789181357835e-05,1.5504434582912323e-06,1.3491090121981916e-05,1.1842935301846332e-05,3.0374584454133674e-05,3.129226679575358e-05,3.45824108760372e-05,4.219692940073848e-05,2.6465215917545353e-05,-1.3270377374344806e-06,4.347088435279887e-05,1.3273501080651831e-05,3.405090835348665e-05,3.3442090516986406e-05,3.3278089047236025e-05,3.3275402850674954e-05,3.673079507337938e-05,3.7838763470815315e-05,4.942931968327677e-07,1.9321071158363887e-07,6.301577562189106e-07,4.371225141495842e-06,1.0699037228521434e-05,1.584001084832821e-05,1.1723192157370334e-05,2.8438797516896585e-05,1.2844287589284738e-05,7.999862138246055e-06,2.8902823808553204e-06,7.4922333210141e-06,1.6735251193664615e-05,2.6597078252908256e-05,2.017614865861434e-05,1.5734479476679083e-05,1.1690189102037418e-05,1.685537235635318e-05,1.7270697977961343e-05,1.4273025045642715e-05,6.444647831038137e-06,1.5088006879699545e-05,2.726199075454551e-05,8.6905560490038e-06,2.3155803330717276e-05,1.9998212522740265e-05,9.63698478396731e-06,-1.6437260748801117e-05,-1.2654898131234415e-06,3.436689924480534e-05,3.458906620955797e-05
IEMG,2.5104486345496226e-05,3.013598036917512e-05,4.155768998755118e-05,5.393908749401825e-05,4.3357644266951514e-05,4.008306613263607e-05,4.001677802911719e-05,1.8390524396490083e-05,-4.468173331080469e-06,1.4244832377899604e-05,1.9749392653804572e-05,3.5464065916749975e-05,3.698761096210734e-05,4.059900494969275e-05,5.2036401781968e-05,3.18280190283797e-05,1.1534722235632607e-07,5.463833141144516e-05,1.3897628797588375e-05,3.873972226429625e-05,3.925595840811771e-05,3.9149256483088e-05,3.694715489885072e-05,3.783876347081531e-05,4.075855505845526e-05,5.843461406687389e-07,2.57767287871865e-07,1.1796963697304246e-06,5.5302855088198014e-06,1.3616982960901885e-05,2.0790631258827643e-05,1.50831060598743e-05,3.9145250889631944e-05,1.6936186129102686e-05,1.0981986507759537e-05,3.9935312307333086e-06,9.385066173190375e-06,2.131011962444569e-05,3.603287971776917e-05,2.652790282823989e-05,1.8370311664213987e-05,1.3599046041414323e-05,2.1818617783887835e-05,2.207283534121872e-05,1.8580423317703768e-05,8.196398097264097e-06,1.9451306155098266e-05,3.68724554007064e-05,1.0971511262072771e-05,2.789087100015719e-05,2.3832239274698872e-05,1.1910079729457914e-05,-2.904532615078077e-05,-6.525309062129758e-06,4.056896566495086e-05,4.088327747413252e-05
SHV,6.674600523469919e-07,8.413974650222462e-07,8.885365836930582e-07,1.072038826060686e-06,1.2578982770910193e-06,1.20062151695007e-06,1.1594666708492031e-06,3.8769297897923404e-07,-5.129339938508946e-07,3.053920720115772e-07,6.847946955910624e-07,7.460501245297055e-07,6.624231541514817e-07,1.0219967802175952e-06,1.5058823868403627e-06,7.417898355688765e-07,1.2299439918242696e-07,1.1845641352364002e-06,6.433094826529577e-08,7.265853304721968e-07,8.206728917926756e-07,8.183043080270959e-07,7.106849940021496e-07,4.942931968327677e-07,5.843461406687389e-07,1.4181619245284585e-08,4.718266343088394e-09,4.72067076509147e-08,1.597114846759485e-07,3.7932416566206875e-07,5.794929284074025e-07,4.189047171598447e-07,1.1204062234471977e-06,4.7557549095412165e-07,2.8625146866434524e-07,1.1510427931210221e-07,2.4909586193709536e-07,5.478911240223206e-07,9.964330249119144e-07,7.09172526579026e-07,3.943674431596264e-07,2.8544282954250595e-07,5.890587473580906e-07,5.744480652643514e-07,5.103530990561172e-07,2.339603807157366e-07,5.276686080399018e-07,1.0218940928695628e-06,2.556151416324327e-07,6.973655607599854e-07,3.849514361015835e-07,2.685663113143401e-07,-8.260691049292977e-07,-2.610208659155228e-07,1.0287919757064412e-06,8.67981923228536e-07
BIL,3.081713300225329e-07,2.9898281252199e-07,3.752760479958125e-07,4.7646933776945284e-07,4.1633520993005787e-07,3.8455582597979276e-07,4.66471285455943e-07,2.786254513898274e-07,-2.03116136265133e-07,1.4219275110793628e-07,3.361261306120971e-07,3.4253858686895294e-07,3.984358878981526e-07,3.9266584402209104e-07,4.584081011765916e-07,2.919857523065146e-07,4.733784322691964e-08,5.346784487977755e-07,8.220502106792133e-08,3.0658868903518215e-07,3.396179477290237e-07,3.4265003814487074e-07,2.6995758289329575e-07,1.9321071158363887e-07,2.57767287871865e-07,4.718266343088394e-09,3.3151483778421516e-09,2.316778643133897e-08,4.9597272519057096e-08,1.3170890424741594e-07,2.2156729433920188e-07,1.5109478598227905e-07,4.765263216897109e-07,1.82464964384851e-07,1.3115781755210241e-07,5.094429639236973e-08,8.702843130141503e-08,2.1281780119941484e-07,4.188149064363614e-07,2.867463059131578e-07,1.4714373376795066e-07,1.0809984910459982e-07,2.2092845995781242e-07,2.1674134547903424e-07,1.945671904832534e-07,7.651161025548932e-08,1.9858597587942988e-07,4.303431196495862e-07,1.1255642400923489e-07,2.3396997105917793e-07,2.2088450749907723e-07,9.23381736016291e-08,-6.181326108739814e-07,-2.599750546889108e-07,3.971754076482169e-07,3.413656628989276e-07
GBIL,2.93069723943492e-06,3.11703050752934e-06,3.257224885425883e-06,3.8528713351929785e-06,4.648464705192133e-06,4.306446259401355e-06,5.133123797491501e-06,1.948418297783864e-06,-3.115574648604246e-06,1.332709413604087e-06,3.2664234697993247e-06,2.793170760042063e-06,2.8389181688209544e-06,3.925850215892451e-06,5.13838145013037e-06,2.637835770652554e-06,5.734147022071701e-07,3.866838074358834e-06,-1.8387705840212055e-07,2.143285781905756e-06,2.6377127629556582e-06,2.6693879846399396e-06,2.0192952991383098e-06,6.301577562189107e-07,1.1796963697304244e-06,4.72067076509147e-08,2.316778643133897e-08,2.799532359816812e-07,5.333593161475906e-07,1.3562403717973962e-06,2.2236497835245358e-06,1.5338851870429486e-06,4.813846303359061e-06,1.8533777431764287e-06,1.158569838639163e-06,5.175236262204817e-07,8.499625061717665e-07,1.997834495090121e-06,4.036193148804054e-06,2.7240614009170373e-06,1.1397529230194613e-06,7.891588548004791e-07,2.1821914999211295e-06,2.081045908560859e-06,1.941205028988954e-06,8.104791563418536e-07,1.9648728250483266e-06,4.222719028858937e-06,9.807632409557505e-07,2.21270461130486e-06,1.0631005634745098e-06,4.155682002495669e-07,-5.5731401058847735e-06,-2.5262319014277153e-06,3.988525227166499e-06,2.611630190061479e-06
SHY,8.355191634908797e-06,1.0541782591742206e-05,9.91704032690577e-06,1.1614283896331125e-05,1.534197838811857e-05,1.5155110315818171e-05,1.320329769095906e-05,5.131719801315186e-06,-7.097461412748267e-06,3.494023073202503e-06,9.986158419771315e-06,8.673766457752546e-06,7.09728877603969e-06,1.2225295255660869e-05,1.8893563348036335e-05,8.626177974134912e-06,2.785525541821882e-06,1.5241977121810283e-05,-7.268179312859881e-08,8.128277900894555e-06,9.707588046371587e-06,9.639750420919988e-06,7.8690279128763e-06,4.371225141495842e-06,5.5302855088198014e-06,1.597114846759485e-07,4.9597272519057096e-08,5.333593161475906e-07,2.0391091011757445e-06,4.743721883102979e-06,7.216474070552951e-06,5.234157372719975e-06,1.3673546346611186e-05,5.86926933190395e-06,3.6467636378832606e-06,1.3973027276667814e-06,3.128405048750207e-06,6.734250275203591e-06,1.2510452896649498e-05,8.854228947621393e-06,4.842474434979883e-06,3.5894586895011005e-06,7.2313893325116805e-06,6.977973461021981e-06,6.3117427648323155e-06,2.954323751514191e-06,6.535941730934393e-06,1.2573855294442178e-05,2.963342606785175e-06,8.621004733693978e-06,4.9604036146816936e-06,4.562651552671359e-06,-1.0104332695112596e-05,-3.1358617792574725e-06,1.2295791026019472e-05,1.0522392385547948e-05
IEI,2.0738581992783302e-05,2.5158518386846936e-05,2.4700191868518212e-05,2.9203072008058727e-05,3.633726239064085e-05,3.557118644773697e-05,3.236180538071428e-05,1.3203290404062616e-05,-1.723380044316043e-05,9.2815183527482e-06,2.4308302684938893e-05,2.1688978208854498e-05,1.878077528934363e-05,3.002342155578174e-05,4.425591566089114e-05,2.087037366995805e-05,6.481834851586266e-06,3.6429769437271926e-05,2.1557197716005618e-07,1.9795282692517574e-05,2.348857514379773e-05,2.337733851188182e-05,1.9069627445661955e-05,1.0699037228521434e-05,1.3616982960901885e-05,3.7932416566206875e-07,1.3170890424741594e-07,1.3562403717973962e-06,4.743721883102979e-06,1.1199974204744472e-05,1.7216559897284056e-05,1.2402840757832111e-05,3.317847604147365e-05,1.4025053971486775e-05,8.808828817689355e-06,3.427186071548295e-06,7.3704680968071626e-06,1.60707950852306e-05,3.0115577960519367e-05,2.120495196532323e-05,1.1482467121258784e-05,8.497093054778083e-06,1.718404109152107e-05,1.6581604256230067e-05,1.5060055656042713e-05,6.91918483184564e-06,1.5564310468833343e-05,3.0382510087345414e-05,7.220970081657117e-06,2.026838410071993e-05,1.2168769014535903e-05,1.0250675513227397e-05,-2.7352649821179073e-05,-9.345952207751432e-06,3.0201026860549532e-05,2.5075115693858908e-05
IEF,3.2830386260154296e-05,3.8762535346371e-05,3.850846756740724e-05,4.5694730668306424e-05,5.578841138748378e-05,5.4407138812984256e-05,5.101793105919491e-05,2.188420668067976e-05,-2.7585085541208226e-05,1.4606088907846572e-05,3.8678812095926765e-05,3.404542001555747e-05,3.0551176964187396e-05,4.65245973017362e-05,6.727310445492731e-05,3.235640388185632e-05,1.0014234912175322e-05,5.67757658046415e-05,5.874851341944521e-07,3.055445554270657e-05,3.6330060084501305e-05,3.622158688960539e-05,2.9110641271244023e-05,1.584001084832821e-05,2.0790631258827643e-05,5.794929284074025e-07,2.2156729433920186e-07,2.2236497835245358e-06,7.216474070552951e-06,1.7216559897284056e-05,2.6748854310791745e-05,1.9140144682421808e-05,5.233617926573788e-05,2.1821375096537208e-05,1.3909362459965716e-05,5.435592055713944e-06,1.1304967731129925e-05,2.4929547252182153e-05,4.7251106994555026e-05,3.3078011778183766e-05,1.7532340068772686e-05,1.2957746933405561e-05,2.6625604477070127e-05,2.5677151263894847e-05,2.3384902485360632e-05,1.057900056694371e-05,2.4114854353608716e-05,4.776233964563136e-05,1.1359082625221695e-05,3.0881122202573315e-05,1.9193760899218176e-05,1.5314544407163402e-05,-4.6615512619025726e-05,-1.687019038089969e-05,4.684843518721185e-05,3.8524787722160543e-05
VGIT,2.320230787335724e-05,2.7872272597948104e-05,2.7473830755750832e-05,3.253309379463354e-05,4.019325860919228e-05,3.930649372353267e-05,3.611460347667198e-05,1.5070958380979765e-05,-1.9319364324034915e-05,1.0334712652816714e-05,2.7275969646353613e-05,2.4199588962224686e-05,2.1242002936843606e-05,3.330598693914873e-05,4.8790459501306585e-05,2.3182465132906027e-05,7.200968962704592e-06,4.063235898858354e-05,3.4313475922424264e-07,2.1978752810091102e-05,2.60923066176556e-05,2.598419757968601e-05,2.1074196162047785e-05,1.1723192157370334e-05,1.50831060598743e-05,4.189047171598447e-07,1.5109478598227902e-07,1.5338851870429484e-06,5.234157372719975e-06,1.2402840757832111e-05,1.9140144682421808e-05,1.3754959455614058e-05,3.707897932196863e-05,1.559820018461043e-05,9.86025109155799e-06,3.83664217436447e-06,8.1583732170203e-06,1.7862139191904357e-05,3.3608198648058344e-05,2.361646276668063e-05,1.2700304426410023e-05,9.397518759328624e-06,1.9087595554517403e-05,1.841698728381447e-05,1.673916092180241e-05,7.647685832218495e-06,1.7287040586161218e-05,3.392140935763055e-05,8.067238104438836e-06,2.2381912688799355e-05,1.3659570985324185e-05,1.1288170552601873e-05,-3.14599778511926e-05,-1.0974145003906767e-05,3.351536874627493e-05,2.7799278251735068e-05
